comp_id,العام,الفترة,المبيعات,تكاليف المبيعات,اجمالي الدخل,دخل العمليات,صافي الدخل,ربح السهم الصافي,عدد الأسهم,رأس المال
63,2017,الثاني,7.96,5.44,2.52,-2.46,12.49,0.18,69.2,692
63,2017,الثالث,7.05,5.26,1.79,-2.81,36.12,0.52,69.2,692
63,2017,الرابع,6.9,5.52,1.38,-3.99,58.73,0.85,69.2,692
63,2017,سنة,28.33,21,7.33,-12.38,136.19,1.97,,
63,2018,الأول,5.07,5.18,-0.11,-7.1,62.46,0.9,69.2,692
63,2018,الثاني,7.05,5.29,1.76,-2.14,63.99,0.92,69.2,692
63,2018,الثالث,6.74,5.32,1.42,-2.34,27.59,0.4,69.2,692
63,2018,الرابع,7.02,5.45,1.57,-3.69,-49.29,-0.71,69.2,692
63,2018,سنة,25.88,21.24,4.64,-15.27,104.75,1.51,,
63,2019,الأول,4.75,3.93,0.82,-2.39,-78.72,-1.14,69.2,692
63,2019,الثاني,6.56,4.81,1.75,-1.03,-71.01,-1.03,69.2,692
63,2019,الثالث,6.69,5.08,1.61,-1.57,-108.46,-1.57,69.2,692
63,2019,الرابع,5.73,4.2,1.53,-6.72,449.33,6.49,69.2,692
63,2019,سنة,23.73,18.02,5.71,-11.71,191.14,2.75,,
63,2020,الأول,4.63,4.01,0.62,-10.41,-46.37,-0.67,69.2,692
63,2020,الثاني,2.61,2.57,0.04,-4.01,182.98,2.64,69.2,692
63,2020,الثالث,3.26,2.95,0.31,-7.75,15.92,0.23,69.2,692
63,2020,الرابع,3.87,3.49,0.38,56.3,54.75,0.79,69.2,692
63,2020,سنة,14.37,13.02,1.35,34.13,207.28,2.99,,
63,2021,الأول,4.76,4.02,0.74,-4.15,60.3,0.87,69.2,692
63,2021,الثاني,5.25,4.46,0.79,-8.9,91.96,1.33,69.2,692
63,2021,الثالث,6.53,5.21,1.32,-1.86,56.74,0.82,69.2,692
63,2021,الرابع,502.76,386.52,116.24,70.06,1413.31,20.42,69.2,692
63,2021,سنة,519.3,400.21,119.09,55.15,1622.31,23.44,,
63,2022,الأول,509.37,349.24,160.13,89.26,55.78,0.81,69.2,692
63,2022,الثاني,574.64,430.35,144.29,64.17,62.97,0.91,69.2,692
63,2022,الثالث,373.44,347.79,25.65,0.77,18.73,0.27,69.2,692
63,2022,سنة,1457.45,1127.38,330.07,154.2,137.48,1.99,,
67,2011,الأول,43.67,33.1,10.57,7.21,6.59,0.57,11.5,115
67,2011,الثاني,54.33,47.25,7.08,3.74,3.84,0.33,11.5,115
67,2011,الثالث,48.57,43.95,4.62,1.45,0.41,0.04,11.5,115
67,2011,الرابع,59.27,49.55,9.72,6.08,4.88,0.42,11.5,115
67,2011,سنة,205.84,173.85,31.99,18.48,15.72,1.36,,
67,2012,الأول,52.58,40.96,11.62,7.68,7.22,0.63,11.5,115
67,2012,الثاني,54.8,43.18,11.62,7.92,7.24,0.63,11.5,115
67,2012,الثالث,51.69,42.05,9.64,5.99,5.28,0.46,11.5,115
67,2012,الرابع,47.58,37.43,10.15,6.28,4.96,0.43,11.5,115
67,2012,سنة,206.65,163.62,43.03,27.87,24.7,2.15,,
67,2013,الأول,56.46,44.56,11.9,7.75,6.91,0.6,11.5,115
67,2013,الثاني,57.13,45.87,11.26,7.24,6.61,0.57,11.5,115
67,2013,الثالث,52,40.98,11.02,6.56,5.76,0.5,11.5,115
67,2013,الرابع,48.75,38.41,10.34,6.72,6.19,0.54,11.5,115
67,2013,سنة,214.34,169.82,44.52,28.27,25.47,2.21,,
67,2014,الأول,48.9,36.94,11.96,7.84,6.93,0.6,11.5,115
67,2014,الثاني,45.27,34.26,11.01,6.74,6.54,0.57,11.5,115
67,2014,الثالث,50.48,40.34,10.14,6.2,5.31,0.46,11.5,115
67,2014,الرابع,59.9,49.23,10.67,6.49,5.49,0.48,11.5,115
67,2014,سنة,204.55,160.77,43.78,27.27,24.27,2.11,,
67,2015,الأول,50.37,43.23,7.14,2.83,2.51,0.22,11.5,115
67,2015,الثاني,51.89,40.99,10.9,6.21,5.52,0.48,11.5,115
67,2015,الثالث,47.83,37.89,9.94,5.72,4.71,0.41,11.5,115
67,2015,الرابع,41.14,33.95,7.19,2.71,0.42,0.04,11.5,115
67,2015,سنة,191.23,156.06,35.17,17.47,13.16,1.15,,
67,2016,الأول,45.15,35.76,9.39,4.74,4.54,0.39,11.5,115
67,2016,الثاني,44.36,34.96,9.4,4.54,3.9,0.34,11.5,115
67,2016,الثالث,30.65,26.2,4.45,1.25,0.14,0.01,11.5,115
67,2016,الرابع,44.92,38.33,6.59,1.88,2.6,0.23,11.5,115
67,2016,سنة,165.08,135.25,29.83,12.41,11.18,0.97,,
67,2017,الأول,41.19,33.45,7.74,2.08,3.18,0.28,11.5,115
67,2017,الثاني,40.43,33.51,6.92,0.92,0.48,0.04,11.5,115
67,2017,الثالث,34.59,28.58,6.01,1.53,0.51,0.04,11.5,115
67,2017,الرابع,37.39,30.75,6.64,1.76,0.98,0.09,11.5,115
67,2017,سنة,153.6,126.29,27.31,6.29,5.15,0.45,,
67,2018,الأول,35.75,27.7,8.05,2.04,1.13,0.1,11.5,115
67,2018,الثاني,43.83,35.55,8.28,1.26,0.7,0.06,11.5,115
67,2018,الثالث,43.9,36.03,7.87,1.07,0.77,0.07,11.5,115
67,2018,الرابع,40.06,34.98,5.08,-6.77,-8.49,-0.74,11.5,115
67,2018,سنة,163.54,134.26,29.28,-2.4,-5.89,-0.51,,
67,2019,الأول,36.71,30.93,5.78,-2.98,-2.22,-0.19,11.5,115
67,2019,الثاني,38.14,32.08,6.06,-4.62,-4.77,-0.41,11.5,115
67,2019,الثالث,46.23,39.77,6.46,-2.03,-2.73,-0.24,11.5,115
67,2019,الرابع,43.05,40.71,2.34,-15.41,-10.94,-0.95,11.5,115
67,2019,سنة,164.13,143.49,20.64,-25.04,-20.66,-1.79,,
67,2020,الأول,48.33,38.24,10.09,5.77,4.18,0.36,11.5,115
67,2020,الثاني,45.2,40.09,5.11,-1.9,-3.36,-0.29,11.5,115
67,2020,الثالث,41.47,35.96,5.51,0.37,-2.95,-0.26,11.5,115
67,2020,الرابع,46.51,37.91,8.6,-2.54,-0.85,-0.07,11.5,115
67,2020,سنة,181.51,152.2,29.31,1.7,-2.98,-0.26,,
67,2021,الأول,48.54,40.33,8.21,-0.53,-1.53,-0.13,11.5,115
67,2021,الثاني,58.81,53.23,5.58,-3.27,-5.21,-0.45,11.5,115
67,2021,الثالث,54.93,48.99,5.94,-1.6,-3.44,-0.3,11.5,115
67,2021,الرابع,60.32,51.06,9.26,0.21,1.12,0.1,11.5,115
67,2021,سنة,222.6,193.61,28.99,-5.19,-9.06,-0.78,,
67,2022,الأول,62.88,54.25,8.63,0.58,0.37,0.03,11.5,115
67,2022,الثاني,71.28,60.32,10.96,0.59,0.89,0.08,11.5,115
67,2022,الثالث,62.51,51.73,10.78,3.67,2.25,0.2,11.5,115
67,2022,سنة,196.67,166.3,30.37,4.84,3.51,0.31,,
87,2011,الأول,79.19,47.73,31.46,9.48,-0.78,-0.01,81.6,816
87,2011,الثاني,96.2,56.89,39.31,17.56,5.35,0.07,81.6,816
87,2011,الثالث,110.78,58.29,52.49,26.92,7,0.09,81.6,816
87,2011,الرابع,112.09,72.01,40.08,5.22,-0.51,-0.01,81.6,816
87,2011,سنة,398.26,234.92,163.34,59.18,11.06,0.14,,
87,2012,الأول,107.73,60.34,47.39,17.06,6.49,0.08,81.6,816
87,2012,الثاني,121.48,69.64,51.84,28.58,10.97,0.13,81.6,816
87,2012,الثالث,122.98,68.07,54.91,33.72,11.92,0.15,81.6,816
87,2012,الرابع,121.25,59.61,61.64,32.04,8.86,0.11,81.6,816
87,2012,سنة,473.44,257.66,215.78,111.4,38.24,0.47,,
87,2013,الأول,123.55,62.08,61.47,34.75,13.44,0.16,81.6,816
87,2013,الثاني,142.55,66.34,76.21,44.07,19.59,0.24,81.6,816
87,2013,الثالث,128.33,65.69,62.64,31.2,11.25,0.14,81.6,816
87,2013,الرابع,125.6,66.3,59.3,33.37,11.76,0.14,81.6,816
87,2013,سنة,520.03,260.41,259.62,143.39,56.04,0.68,,
87,2014,الأول,121.44,65.12,56.32,27.05,12.37,0.15,81.6,816
87,2014,الثاني,143.1,71.23,71.87,40.99,21.72,0.27,81.6,816
87,2014,الثالث,161.91,75.49,86.42,51.43,25.53,0.31,81.6,816
87,2014,الرابع,147.29,73.54,73.75,39.56,18.46,0.23,81.6,816
87,2014,سنة,573.74,285.38,288.36,159.03,78.08,0.96,,
87,2015,الأول,146.31,72.15,74.16,35.59,18.47,0.23,81.6,816
87,2015,الثاني,164.46,81.89,82.57,50.08,25.22,0.31,81.6,816
87,2015,الثالث,153.25,82.02,71.23,42.98,24.79,0.3,81.6,816
87,2015,الرابع,152.07,73.46,78.61,43.5,22.03,0.27,81.6,816
87,2015,سنة,616.09,309.52,306.57,172.15,90.51,1.11,,
87,2016,الأول,171.64,94.71,76.93,41.78,24.21,0.3,81.6,816
87,2016,الثاني,182.51,96.95,85.56,50.73,29.04,0.36,81.6,816
87,2016,الثالث,163.81,96.24,67.57,32.79,15.67,0.19,81.6,816
87,2016,الرابع,172.82,110.17,62.65,32.69,21.34,0.26,81.6,816
87,2016,سنة,690.78,398.07,292.71,157.99,90.26,1.11,,
87,2017,الأول,171.96,96.76,75.2,38.76,22.13,0.27,81.6,816
87,2017,الثاني,149.29,87.41,61.88,30.98,24.1,0.3,81.6,816
87,2017,الثالث,123.35,83.93,39.42,10.12,5.68,0.07,81.6,816
87,2017,الرابع,117.81,95.62,22.19,-5.84,6.91,0.08,81.6,816
87,2017,سنة,562.41,363.72,198.69,74.02,58.82,0.72,,
87,2018,الأول,117.98,80.84,37.14,3.85,0.57,0.01,81.6,816
87,2018,الثاني,150.93,95.1,55.83,24.59,12.04,0.15,81.6,816
87,2018,الثالث,147.42,93.31,54.11,17.75,11.1,0.14,81.6,816
87,2018,الرابع,148.38,73.39,74.99,41.9,23.04,0.28,81.6,816
87,2018,سنة,564.71,342.64,222.07,88.09,46.75,0.58,,
87,2019,الأول,166.52,93.85,72.67,33.31,16.9,0.21,81.6,816
87,2019,الثاني,180.69,103.14,77.55,43.31,21.34,0.26,81.6,816
87,2019,الثالث,172.16,102,70.16,14.91,6.74,0.08,81.6,816
87,2019,الرابع,156.52,116.6,39.92,1.87,5.94,0.07,81.6,816
87,2019,سنة,675.89,415.59,260.3,93.4,50.92,0.62,,
87,2020,الأول,167.29,114.12,53.17,13.41,26.6,0.33,81.6,816
87,2020,الثاني,215.57,99.69,115.88,73.16,56.52,0.69,81.6,816
87,2020,الثالث,259.67,127.52,132.15,91.66,28.16,0.35,81.6,816
87,2020,الرابع,378.33,255.8,122.53,78.01,28.13,0.34,81.6,816
87,2020,سنة,1020.86,597.13,423.73,256.24,139.41,1.71,,
87,2021,الأول,258.3,123.42,134.88,94.75,32.28,0.4,81.6,816
87,2021,الثاني,252.15,128.59,123.56,83.58,22.47,0.28,81.6,816
87,2021,الثالث,223.27,126.25,97.02,54.11,3.98,0.05,81.6,816
87,2021,الرابع,251.69,160.68,91.01,45.9,-0.85,-0.01,81.6,816
87,2021,سنة,985.41,538.94,446.47,278.34,57.88,0.72,,
87,2022,الأول,212.56,122.35,90.21,46.44,0.78,0.01,81.6,816
87,2022,الثاني,243.43,143.74,99.69,52.72,3.13,0.04,81.6,816
87,2022,الثالث,261.02,155.21,105.81,60.44,14.38,0.18,81.6,816
87,2022,سنة,717.01,421.3,295.71,159.6,18.29,0.23,,
76,2011,الأول,59.28,56.28,3,-1.42,-0.96,-0.1,10,100
76,2011,الثاني,49.01,42.84,6.17,0.95,1.32,0.13,10,100
76,2011,الثالث,87.11,70.69,16.42,10.32,0.61,0.06,10,100
76,2011,الرابع,79.28,70.86,8.42,2.23,-7.67,-0.77,10,100
76,2011,سنة,274.68,240.67,34.01,12.08,-6.7,-0.68,,
76,2012,الأول,166.39,149.95,16.44,7.2,2.39,0.24,10,100
76,2012,الثاني,161.94,146.98,14.96,5.31,3.25,0.32,10,100
76,2012,الثالث,172.68,158.55,14.13,1.31,-7.01,-0.7,10,100
76,2012,الرابع,178.91,174.86,4.05,-11.94,-24.01,-2.4,10,100
76,2012,سنة,679.92,630.34,49.58,1.88,-25.38,-2.54,,
76,2013,الأول,99.72,91.13,8.59,-9.57,-17.93,-1.79,10,100
76,2013,الثاني,110.16,98.31,11.85,-4.82,-5.33,-0.53,10,100
76,2013,الثالث,86.61,71.88,14.73,2.7,-4.95,-0.49,10,100
76,2013,الرابع,86.75,68.68,18.07,-5.73,37.87,3.79,10,100
76,2013,سنة,383.24,330,53.24,-17.42,9.66,0.98,,
76,2014,الأول,85.65,75.36,10.29,-0.32,-6.82,-0.68,10,100
76,2014,الثاني,111.35,107.03,4.32,-7.34,-14.05,-1.41,10,100
76,2014,الثالث,97.04,88.22,8.82,-4.51,-11.48,-1.15,10,100
76,2014,الرابع,91.22,91.67,-0.45,-15.32,-20.27,-2.03,10,100
76,2014,سنة,385.26,362.28,22.98,-27.49,-52.62,-5.27,,
76,2015,الأول,161.06,145.03,16.03,0.41,-6.33,-0.63,10,100
76,2015,الثاني,65.06,56.67,8.39,-2.19,-8.4,-0.84,10,100
76,2015,الثالث,70.08,61.91,8.17,-1.35,-8.93,-0.89,10,100
76,2015,الرابع,76.77,72.16,4.61,-18.19,-22.8,-2.28,10,100
76,2015,سنة,372.97,335.77,37.2,-21.32,-46.46,-4.64,,
76,2016,الأول,61.54,54.01,7.53,-5.85,-10.95,-1.09,10,100
76,2016,الثاني,105.45,83.97,21.48,11.72,11.17,1.12,10,100
76,2016,الثالث,97.26,80.84,16.42,11.03,4.44,0.44,10,100
76,2016,الرابع,100.69,84,16.69,11.73,-0.36,-0.04,10,100
76,2016,سنة,364.94,302.82,62.12,28.63,4.3,0.43,,
76,2017,الأول,112.62,104.65,7.97,2.6,-2.5,-0.25,10,100
76,2017,الثاني,120.62,104.69,15.93,9.41,3.12,0.31,10,100
76,2017,الثالث,137.86,116.51,21.35,14.84,6.64,0.66,10,100
76,2017,الرابع,188.51,181.36,7.15,-0.92,-1.96,-0.2,10,100
76,2017,سنة,559.61,507.21,52.4,25.93,5.3,0.52,,
76,2018,الأول,121.95,119.14,2.81,-5.1,-8.85,-0.88,10,100
76,2018,الثاني,165.72,158.9,6.82,-0.26,-7.96,-0.8,10,100
76,2018,الثالث,186.21,183.89,2.32,-5.05,-16.85,-1.68,10,100
76,2018,الرابع,224.44,286.65,-62.21,-71.92,-89.05,-8.9,10,100
76,2018,سنة,698.32,748.58,-50.26,-82.33,-122.71,-12.26,,
76,2019,الأول,180.03,157.64,22.39,13.99,8.1,0.81,10,100
76,2019,الثاني,191.53,166.47,25.06,14.89,8.09,0.81,10,100
76,2019,الثالث,210.35,182,28.35,20.54,9.19,0.92,10,100
76,2019,الرابع,159.18,138.51,20.67,15.72,4.88,0.49,10,100
76,2019,سنة,741.09,644.62,96.47,65.14,30.26,3.03,,
76,2020,الأول,66.45,67.85,-1.4,-11.66,-16.85,-1.68,10,100
76,2020,الثاني,45.36,40.98,4.38,-7.5,-18.84,-1.88,10,100
76,2020,الثالث,162.04,155.8,6.24,-2.82,-3.45,-0.35,10,100
76,2020,الرابع,95.43,235.95,-140.52,-152.17,-156.2,-15.62,10,100
76,2020,سنة,369.28,500.58,-131.3,-174.15,-195.34,-19.53,,
76,2021,الأول,129.34,115.63,13.71,5.16,0.95,0.1,10,100
76,2021,الثاني,124.08,119.17,4.91,-8.41,-13.06,-1.31,10,100
76,2021,الثالث,92.61,93.77,-1.16,-10.51,-16.83,-1.68,10,100
76,2021,الرابع,48.95,47.76,1.19,-27.77,-31.18,-3.12,10,100
76,2021,سنة,394.98,376.33,18.65,-41.53,-60.12,-6.01,,
76,2022,الأول,63.08,60.4,2.68,-11.32,-13.21,-1.32,10,100
76,2022,الثاني,70.04,76.47,-6.43,-11.59,-4.25,-0.43,10,100
76,2022,الثالث,175.42,149.63,25.79,18.26,9.94,0.99,10,100
76,2022,سنة,308.54,286.5,22.04,-4.65,-7.52,-0.76,,
74,2005,الثاني,73.89,66.68,7.21,-1.07,5.39,0.23,23.52,235.2
74,2005,الثالث,81.1,66.46,14.64,3.57,9.85,0.42,23.52,235.2
74,2005,الرابع,88.01,76.14,11.87,-1.29,9.35,0.4,23.52,235.2
74,2005,سنة,243,209.28,33.72,1.21,24.59,1.05,,
74,2006,الأول,98.15,80.74,17.41,5.35,3.12,0.13,23.52,235.2
74,2006,الثاني,99.52,82.97,16.55,4.31,4.12,0.18,23.52,235.2
74,2006,الثالث,82.5,69.91,12.59,4.74,3.95,0.17,23.52,235.2
74,2006,الرابع,115.06,92.56,22.5,11.33,10.78,0.46,23.52,235.2
74,2006,سنة,395.23,326.18,69.05,25.73,21.97,0.94,,
74,2007,الأول,119.06,98.76,20.3,10.99,8.81,0.37,23.52,235.2
74,2007,الثاني,125.24,106.06,19.18,10.03,8.57,0.36,23.52,235.2
74,2007,الثالث,116.11,102.99,13.12,5.18,5.89,0.25,23.52,235.2
74,2007,الرابع,152.72,127.53,25.19,10.98,12.94,0.55,23.52,235.2
74,2007,سنة,513.13,435.34,77.79,37.18,36.21,1.53,,
74,2008,الأول,164.75,141.14,23.61,11.11,12.32,0.52,23.52,235.2
74,2008,الثاني,170.88,150.58,20.3,6.16,5.24,0.22,23.52,235.2
74,2008,الثالث,174.38,148.23,26.15,10.84,6.1,0.26,23.52,235.2
74,2008,الرابع,111.78,112.84,-1.06,-14.83,-91.15,-3.88,23.52,235.2
74,2008,سنة,621.79,552.79,69,13.28,-67.49,-2.88,,
74,2009,الأول,101.89,120.93,-19.04,-33.79,-32.41,-1.38,23.52,235.2
74,2009,الثاني,98.09,93.66,4.43,-9.23,-3.36,-0.14,23.52,235.2
74,2009,الثالث,100.21,83,17.21,4.06,7.36,0.31,23.52,235.2
74,2009,الرابع,97.47,88.38,9.09,-5.54,-21.39,-0.91,23.52,235.2
74,2009,سنة,397.66,385.97,11.69,-44.5,-49.8,-2.12,,
74,2010,الأول,129.98,114.72,15.26,3.28,2.11,0.09,23.52,235.2
74,2010,الثاني,162.16,126.32,35.84,19,10.56,0.45,23.52,235.2
74,2010,الثالث,154.59,123.84,30.75,13.96,12.79,0.54,23.52,235.2
74,2010,الرابع,181.52,151.24,30.28,8.53,9.02,0.38,23.52,235.2
74,2010,سنة,628.25,516.12,112.13,44.77,34.48,1.46,,
74,2011,الأول,204.94,194.13,10.81,-9.74,-4.35,-0.19,23.52,235.2
74,2011,الثاني,216.55,169.5,47.05,22.42,16.84,0.72,23.52,235.2
74,2011,الثالث,162.99,159.83,3.16,-18.72,-29.27,-1.24,23.52,235.2
74,2011,الرابع,143.06,176.53,-33.47,-56.49,-229.75,-9.77,23.52,235.2
74,2011,سنة,727.54,699.99,27.55,-62.53,-246.53,-10.48,,
74,2012,الأول,205.4,180.46,24.94,4.2,-4.45,-0.19,23.52,235.2
74,2012,الثاني,182.18,164.25,17.93,-2.89,-9.18,-0.39,23.52,235.2
74,2012,الثالث,146.77,138.32,8.45,-9.28,-13.2,-0.56,23.52,235.2
74,2012,الرابع,183.05,148.66,34.39,12.92,3.59,0.15,23.52,235.2
74,2012,سنة,717.4,631.69,85.71,4.95,-23.24,-0.99,,
74,2013,الأول,205.59,197.49,8.1,-15.71,-25.42,-1.08,23.52,235.2
74,2013,الثاني,178.72,146.3,32.42,9.04,9.54,0.41,23.52,235.2
74,2013,الثالث,180.35,172.2,8.15,-15.73,-12.02,-0.51,23.52,235.2
74,2013,الرابع,179.42,166.48,12.94,-12.77,-16.32,-0.69,23.52,235.2
74,2013,سنة,744.08,682.47,61.61,-35.17,-44.22,-1.87,,
74,2014,الأول,178.54,174.33,4.21,-16.66,-14.87,-0.63,23.52,235.2
74,2014,الثاني,153.32,157.74,-4.42,-25.55,-28.37,-1.21,23.52,235.2
74,2014,الثالث,164.65,166.05,-1.4,-21.05,-23.36,-0.99,23.52,235.2
74,2014,الرابع,178.88,193.86,-14.98,-39.15,-45.89,-1.95,23.52,235.2
74,2014,سنة,675.39,691.98,-16.59,-102.41,-112.49,-4.78,,
74,2015,الأول,127,133.45,-6.45,-21.86,-31.15,-1.32,23.52,235.2
74,2015,الثاني,114.62,105.56,9.06,-9.01,6.45,0.27,23.52,235.2
74,2015,الثالث,110.47,122.46,-11.99,-28.74,-23.97,-1.02,23.52,235.2
74,2015,الرابع,107.58,123.14,-15.56,-32.82,-25.36,-1.08,23.52,235.2
74,2015,سنة,459.67,484.61,-24.94,-92.43,-74.03,-3.15,,
74,2016,الأول,112.9,114.74,-1.84,-18.88,-21.94,-0.93,23.52,235.2
74,2016,الثاني,122.21,128.82,-6.61,-25.8,-31.45,-1.34,23.52,235.2
74,2016,الثالث,102.15,110.61,-8.46,-25.01,-30.92,-1.31,23.52,235.2
74,2016,الرابع,115.62,110.6,5.02,-44.19,-727.12,-30.91,23.52,235.2
74,2016,سنة,452.88,464.77,-11.89,-113.88,-811.43,-34.49,,
74,2017,الأول,130.15,113.25,16.9,2.38,-3.85,-0.16,23.52,235.2
74,2017,الثاني,160.04,136.56,23.48,5.25,-2.76,-0.12,23.52,235.2
74,2017,الثالث,145.64,126.06,19.58,3.56,-2.02,-0.09,23.52,235.2
74,2017,الرابع,162.85,131.72,31.13,8.98,7.11,0.3,23.52,235.2
74,2017,سنة,598.68,507.59,91.09,20.17,-1.52,-0.07,,
74,2018,الأول,181.84,129.43,52.41,36.69,28.16,1.2,23.52,235.2
74,2018,الثاني,162.35,114.7,47.65,28.8,23.44,1,23.52,235.2
74,2018,الثالث,137.48,118.24,19.24,4.32,0.75,0.03,23.52,235.2
74,2018,الرابع,142.67,134.42,8.25,-11.02,-17.08,-0.73,23.52,235.2
74,2018,سنة,624.34,496.79,127.55,58.79,35.27,1.5,,
74,2019,الأول,148.26,121.64,26.62,3.9,-2.22,-0.09,23.52,235.2
74,2019,الثاني,134.21,115.59,18.62,2.39,-1.03,-0.04,23.52,235.2
74,2019,الثالث,119.48,106.99,12.49,-2.84,-6.39,-0.27,23.52,235.2
74,2019,الرابع,124,107.79,16.21,16.21,19.73,0.84,23.52,235.2
74,2019,سنة,525.95,452.01,73.94,19.66,10.09,0.44,,
74,2020,الأول,120.02,110.45,9.57,-6.57,-7.33,-0.31,23.52,235.2
74,2020,الثاني,104.54,93.05,11.49,0.89,-3.34,-0.14,23.52,235.2
74,2020,الثالث,99.95,96.89,3.06,-11.8,-9.91,-0.42,23.52,235.2
74,2020,الرابع,114.73,117.68,-2.95,-21.01,-24.68,-1.05,23.52,235.2
74,2020,سنة,439.24,418.07,21.17,-38.49,-45.26,-1.92,,
74,2021,الأول,162.82,128.82,34,12.84,9.97,0.42,23.52,235.2
74,2021,الثاني,122.83,93.92,28.91,9.48,9.57,0.41,23.52,235.2
74,2021,الثالث,134.82,111.16,23.66,5.17,4.86,0.21,23.52,235.2
74,2021,الرابع,133.81,121.07,12.74,-12.03,2.93,0.12,23.52,235.2
74,2021,سنة,554.28,454.97,99.31,15.46,27.33,1.16,,
74,2022,الأول,172.81,120.77,52.04,32.79,33.41,1.42,23.52,235.2
74,2022,الثاني,154.89,103.51,51.38,30.81,26.67,1.13,23.52,235.2
74,2022,الثالث,132.3,115.07,17.23,-1.68,-5.37,-0.23,23.52,235.2
74,2022,سنة,460,339.35,120.65,61.92,54.71,2.32,,
73,2011,الأول,89.62,81.2,8.42,2.42,1.21,0.03,35.4,354
73,2011,الثاني,96.9,85.12,11.78,4.54,2.41,0.07,35.4,354
73,2011,الثالث,82.88,74.76,8.12,2.34,1.16,0.03,35.4,354
73,2011,الرابع,92.06,86.26,5.8,-0.85,-1.59,-0.04,35.4,354
73,2011,سنة,361.46,327.34,34.12,8.45,3.19,0.09,,
73,2012,الأول,95.35,85.69,9.66,3.95,2.85,0.08,35.4,354
73,2012,الثاني,109.4,98.65,10.75,4.09,3.07,0.09,35.4,354
73,2012,الثالث,107.83,98.15,9.68,2.96,1.84,0.05,35.4,354
73,2012,الرابع,88.09,82.77,5.32,-0.98,-1.88,-0.05,35.4,354
73,2012,سنة,400.67,365.26,35.41,10.02,5.88,0.17,,
73,2013,الأول,98.87,87.64,11.23,4.53,2.96,0.08,35.4,354
73,2013,الثاني,102.54,90.32,12.22,5.6,4.23,0.12,35.4,354
73,2013,الثالث,87.91,78.8,9.11,3.29,1.8,0.05,35.4,354
73,2013,الرابع,91.78,80.45,11.33,3.18,1.72,0.05,35.4,354
73,2013,سنة,381.1,337.21,43.89,16.6,10.71,0.3,,
73,2014,الأول,110.75,92.97,17.78,10.32,7.74,0.22,35.4,354
73,2014,الثاني,109.63,92.07,17.56,9.98,8.82,0.25,35.4,354
73,2014,الثالث,94.13,77.92,16.21,9.43,8.58,0.24,35.4,354
73,2014,الرابع,98.65,86.53,12.12,2.29,-4.39,-0.12,35.4,354
73,2014,سنة,413.16,349.49,63.67,32.02,20.75,0.59,,
73,2015,الأول,114.77,93.42,21.35,13.55,12.47,0.35,35.4,354
73,2015,الثاني,107.8,86.69,21.11,12.89,9.42,0.27,35.4,354
73,2015,الثالث,95,77.72,17.28,9.44,8.93,0.25,35.4,354
73,2015,الرابع,89.76,71.29,18.47,9.35,-1.48,-0.04,35.4,354
73,2015,سنة,407.33,329.12,78.21,45.23,29.34,0.83,,
73,2016,الأول,79.11,57.64,21.47,13.22,11.67,0.33,35.4,354
73,2016,الثاني,82.07,60.46,21.61,12.81,11.01,0.31,35.4,354
73,2016,الثالث,50.11,40.38,9.73,2.71,1.52,0.04,35.4,354
73,2016,الرابع,61.41,54.93,6.48,-1.16,-2.2,-0.06,35.4,354
73,2016,سنة,272.7,213.41,59.29,27.58,22,0.62,,
73,2017,الأول,65.88,53.84,12.04,3.34,1.45,0.04,35.4,354
73,2017,الثاني,57.6,52,5.6,-4.4,-6.37,-0.18,35.4,354
73,2017,الثالث,68.14,61.52,6.62,-0.12,-4.49,-0.13,35.4,354
73,2017,الرابع,101.86,89.84,12.02,4.66,-10.26,-0.29,35.4,354
73,2017,سنة,293.48,257.2,36.28,3.48,-19.67,-0.56,,
73,2018,الأول,82.02,72.53,9.49,1.88,-0.89,-0.03,35.4,354
73,2018,الثاني,111.63,96.68,14.95,5.27,3.75,0.11,35.4,354
73,2018,الثالث,101.6,90.43,11.17,1.9,-0.62,-0.02,35.4,354
73,2018,الرابع,95.92,83.62,12.3,4.11,2.29,0.06,35.4,354
73,2018,سنة,391.17,343.26,47.91,13.16,4.53,0.12,,
73,2019,الأول,80.7,71.41,9.29,1.84,-0.19,-0.01,35.4,354
73,2019,الثاني,65.82,59.85,5.97,-2.4,-4.1,-0.12,35.4,354
73,2019,الثالث,58.05,56.19,1.86,-4.69,-47.08,-1.33,35.4,354
73,2019,الرابع,58.68,58.55,0.13,-8.12,-13.74,-0.39,35.4,354
73,2019,سنة,263.25,246,17.25,-13.37,-65.11,-1.85,,
73,2020,الأول,79.55,75.92,3.63,-5.73,-7.46,-0.21,35.4,354
73,2020,الثاني,37.82,35.74,2.08,-5.98,-7.71,-0.22,35.4,354
73,2020,الثالث,41.33,37.52,3.81,-3.9,-5.86,-0.17,35.4,354
73,2020,الرابع,47.26,52.34,-5.08,-14.26,-19.78,-0.56,35.4,354
73,2020,سنة,205.96,201.52,4.44,-29.87,-40.81,-1.16,,
73,2021,الأول,65.26,61.64,3.62,-5.47,-7.09,-0.2,35.4,354
73,2021,الثاني,48.07,42.95,5.12,-5.99,-7.38,-0.21,35.4,354
73,2021,الثالث,52.19,48.81,3.38,-4.43,-6.24,-0.18,35.4,354
73,2021,الرابع,61.51,60.4,1.11,-6.91,-8.43,-0.24,35.4,354
